1000,Aleatório,minMax3,0.0096ms
10000,Aleatório,minMax3,0.0743ms
100000,Aleatório,minMax3,0.3476ms
500000,Aleatório,minMax3,1.6724ms
1000,Crescente,minMax3,0.0122ms
10000,Crescente,minMax3,0.0397ms
100000,Crescente,minMax3,0.4069ms
500000,Crescente,minMax3,1.9802ms
1000,Decrescente,minMax3,0.0088ms
10000,Decrescente,minMax3,0.0333ms
100000,Decrescente,minMax3,0.3340ms
500000,Decrescente,minMax3,1.8511ms
