1000,Aleatório,minMax1,0.0094ms
10000,Aleatório,minMax1,0.0808ms
100000,Aleatório,minMax1,0.3270ms
500000,Aleatório,minMax1,1.6775ms
1000,Crescente,minMax1,0.0179ms
10000,Crescente,minMax1,0.0447ms
100000,Crescente,minMax1,0.5711ms
500000,Crescente,minMax1,1.6510ms
1000,Decrescente,minMax1,0.0168ms
10000,Decrescente,minMax1,0.0460ms
100000,Decrescente,minMax1,0.3389ms
500000,Decrescente,minMax1,1.6459ms
